PersonalLoan,Age,CCAvg,Education,Experience,Family,Income,Mortgage,CDAccount,CreditCard,Online,SecuritiesAccount
0,25,2.3,3,-1,4,109,314,0,0,1,0
0,30,4.33,1,6,2,141,0,0,0,0,0
0,40,0.1,1,14,3,81,0,0,0,1,0
0,63,2.4,1,38,3,54,90,0,1,0,0
0,35,7.8,1,10,2,164,0,0,0,1,0
0,43,0.3,1,19,4,28,87,0,0,0,0
0,27,2.6,3,2,3,68,203,0,0,0,1
0,44,2,3,14,3,44,180,1,1,1,1
0,49,1.4,3,23,1,61,0,0,1,1,0
0,61,1.3,2,36,3,35,0,0,1,0,0
0,60,0.3,2,34,3,54,0,0,1,1,0
0,59,0.1,1,34,1,14,0,0,1,1,0
0,28,2.2,1,3,4,52,230,0,0,1,0
0,52,0.3,1,28,2,101,0,0,0,0,0
0,28,7.2,1,2,2,149,0,0,0,1,0
0,34,0.8,1,8,4,35,137,1,1,1,0
0,60,0.3,3,34,3,21,129,0,0,1,0
0,39,1.9,1,15,2,118,0,0,1,0,0
0,30,2,2,5,4,38,0,0,0,0,1
0,49,0.2,1,25,4,24,138,0,0,1,0
0,43,3.7,3,18,1,59,0,0,0,1,0
0,63,1.67,3,33,4,41,0,0,0,1,0
0,28,0.8,2,3,1,85,0,0,1,1,0
0,51,1,1,27,4,12,0,0,0,1,0
0,33,0.6,3,7,1,32,152,0,0,0,0
0,55,0.8,1,29,3,79,0,0,0,1,0
1,53,3.6,3,28,3,175,0,1,1,1,0
0,34,0.9,1,8,3,28,0,0,0,0,0
0,34,0.1,1,9,2,41,161,0,1,1,0
0,40,2.1,1,14,3,70,185,0,0,0,0
1,49,6.5,2,25,3,161,485,1,0,0,1
0,35,2.2,2,9,4,53,0,0,0,1,0
0,39,3.4,1,15,1,128,0,0,0,0,0
0,55,1,2,28,3,50,0,0,1,1,0
0,29,2,2,5,2,80,0,0,1,1,0
0,54,2.7,2,30,1,93,0,0,0,1,0
0,25,0.3,3,-1,3,48,0,0,1,0,0
0,52,6.8,1,28,2,149,0,0,0,1,0
0,46,2.5,2,19,3,49,0,0,1,1,0
0,57,2.7,2,33,1,88,0,0,0,1,0
0,52,0.4,3,22,4,22,0,0,1,1,0
0,28,2.2,1,3,4,55,0,0,1,1,0
0,44,0.7,3,18,1,72,155,0,0,0,0
0,24,1.7,2,-1,2,38,0,0,0,1,0
0,40,3.4,1,16,1,114,300,0,0,1,0
0,34,4,3,4,4,83,0,0,0,1,0
0,39,0.4,1,14,2,101,0,0,1,1,0
0,50,4.9,1,24,1,94,272,0,0,1,0
0,41,2.5,1,17,2,40,0,1,1,1,0
0,31,6,1,7,1,128,0,0,0,0,0
0,29,2.1,3,3,4,39,0,0,0,1,0
0,30,1,1,5,1,51,0,0,0,1,0
0,44,2,3,20,4,79,0,1,1,1,1
0,33,2.2,2,7,4,48,0,0,0,1,0
0,50,0,1,26,1,85,144,0,0,0,0
0,42,1.8,1,18,1,41,94,0,0,1,0
1,48,3.5,3,22,1,152,0,0,0,1,0
0,24,7.2,1,-2,2,125,0,0,1,0,1
0,56,0.2,3,31,2,11,90,0,0,0,0
0,28,2.5,1,4,2,103,0,0,1,1,0
0,56,0.5,1,30,2,141,0,0,0,1,0
0,58,1.4,1,32,1,38,0,0,1,1,0
0,29,0.6,1,5,2,135,0,0,0,0,0
0,63,0.5,2,38,2,28,89,0,0,1,0
0,28,2.2,1,3,4,70,240,0,1,0,0
0,57,0.2,1,31,1,41,0,0,1,1,0
0,34,0.9,2,8,3,81,208,0,0,1,0
1,28,0.1,3,3,1,170,0,0,0,0,0
0,27,1.7,2,2,4,55,0,0,0,1,0
0,37,1.5,3,11,4,24,0,0,0,0,0
0,52,1.8,2,28,3,81,275,0,0,0,0
0,49,1.8,1,23,4,32,83,0,0,0,0
0,65,1.3,1,40,1,129,0,0,1,1,0
0,60,0.9,1,35,1,108,0,0,0,0,1
0,37,8.6,1,12,1,180,0,0,1,1,0
0,63,6.9,1,37,2,139,0,0,0,0,0
0,40,1.4,3,14,2,33,0,0,1,1,0
0,46,2.6,3,20,4,74,0,0,0,1,0
0,63,0.7,3,37,2,42,115,0,0,1,0
0,57,3,3,27,1,73,0,0,0,0,0
1,33,2.9,2,8,4,115,0,0,0,1,0
0,41,1.8,2,17,2,114,0,0,0,1,0
0,41,1.9,1,17,2,92,131,0,0,1,0
0,44,0.3,3,19,1,34,78,0,0,1,0
0,33,1.67,2,6,2,54,122,0,0,1,0
0,52,1,3,28,2,64,211,0,0,1,0
0,30,0.2,3,6,1,42,100,0,1,0,0
0,45,2.1,1,19,3,70,0,0,0,1,0
0,49,1.3,2,24,1,51,0,0,0,0,0
0,45,2.9,1,19,4,71,218,1,1,1,0
0,32,1.3,1,7,3,35,108,0,1,0,0
0,45,1,2,18,3,40,0,0,0,1,0
1,57,2.7,3,32,4,165,0,0,0,1,0
0,61,1.5,3,31,1,18,0,0,1,1,0
0,57,1.4,1,31,3,32,0,1,1,1,1
0,60,0.2,1,35,3,35,169,0,0,1,0
0,40,6.1,1,16,2,120,196,0,0,1,0
0,53,0.1,3,28,4,31,0,0,0,1,0
0,42,1.5,1,16,3,35,0,0,0,0,0
0,62,0.2,3,36,2,32,0,0,1,1,0
0,43,3.7,3,18,1,85,327,0,0,1,1
0,35,7.8,1,10,2,139,0,0,0,0,0
0,50,0.3,1,24,1,103,0,0,0,1,0
0,45,1.4,1,21,2,152,0,0,0,1,0
0,52,2,2,27,2,33,0,0,0,1,0
0,35,2.2,2,9,4,84,322,0,0,0,0
0,58,1.7,1,33,4,61,0,0,0,0,0
0,62,2.2,1,38,4,64,123,1,1,1,1
0,50,1.3,2,25,1,34,0,0,0,1,0
0,25,2.1,3,-1,4,82,0,0,0,1,0
1,47,5.1,3,22,1,122,163,0,0,0,1
0,28,1.5,1,4,3,58,131,0,0,0,0
0,34,2.8,1,9,1,92,0,0,0,1,0
0,49,2.4,2,23,2,78,205,0,1,0,0
1,54,4.2,3,29,4,129,0,0,0,0,0
0,50,0.7,3,25,2,13,0,0,0,0,0
0,37,2.8,3,11,1,81,145,0,0,0,0
0,38,0.67,3,8,1,23,0,0,0,0,0
0,52,0.9,3,26,3,35,0,0,0,0,0
0,63,1.7,2,39,4,79,0,0,1,1,0
0,39,3.3,1,14,2,165,0,0,0,1,0
0,63,2.8,1,38,2,52,0,0,0,1,0
1,65,2,2,41,3,185,0,0,0,0,0
0,46,2.2,2,20,3,49,0,0,0,0,0
0,54,1.8,3,30,1,64,227,0,1,0,0
0,54,2,3,24,4,61,0,0,0,1,1
0,52,2.4,1,26,1,112,0,1,1,1,1
0,63,2,3,39,3,72,190,0,0,1,1
0,66,0.5,1,41,3,18,0,0,0,0,0
0,56,2.5,2,29,4,41,0,0,0,0,0
0,23,2.6,1,-1,4,61,239,0,0,1,0
1,65,3,2,41,1,105,282,1,0,1,1
0,51,0.2,1,27,1,23,0,0,0,1,0
0,34,0.5,3,10,1,22,85,0,0,0,0
0,49,2.1,1,23,3,59,0,0,0,0,0
0,29,2,2,2,1,33,160,0,0,0,0
0,47,0.9,3,23,1,11,103,0,1,0,0
0,46,2.8,1,21,2,204,0,0,0,1,0
0,52,1.8,3,27,4,61,207,0,0,0,0
0,55,1.8,2,31,3,103,364,0,0,0,0
0,61,1.5,1,36,3,51,0,0,1,0,0
1,34,6,3,9,1,164,0,0,0,1,0
0,58,0.1,2,34,1,12,0,0,1,0,0
0,40,3.6,2,16,1,82,0,0,0,0,0
0,43,2.4,1,17,1,164,449,0,0,1,0
0,35,1.67,2,8,2,48,0,0,0,1,0
0,24,0.6,2,-1,4,38,0,0,0,1,0
0,48,1.5,2,22,2,65,0,0,0,1,0
0,44,1.9,1,20,4,71,207,0,0,1,0
0,54,0.3,1,30,1,18,0,1,0,1,1
0,59,1.6,3,34,2,52,75,0,0,1,0
0,45,2.5,2,18,3,48,113,0,1,1,0
0,26,1,3,2,1,30,111,0,0,0,0
0,40,2.2,3,15,2,40,107,0,0,1,0
0,32,3.8,1,7,1,112,81,0,0,1,0
0,29,1.9,1,4,1,115,0,0,0,0,0
0,51,1,3,27,2,63,82,0,0,1,0
0,42,3.7,3,17,1,85,0,0,0,1,0
0,64,2.5,3,38,1,59,220,0,0,0,0
0,44,0.8,3,20,1,68,91,0,0,0,0
0,37,1.8,1,11,2,84,0,0,1,1,0
0,44,0.8,3,19,3,62,0,0,1,0,0
1,35,4,1,9,3,109,0,0,0,0,0
0,41,7.6,1,17,2,141,92,0,0,0,0
0,56,7.4,1,32,1,129,0,0,0,0,0
0,62,0.7,2,36,3,30,0,0,0,1,0
0,58,4.7,1,34,1,148,0,0,0,1,0
0,47,0.67,2,20,3,25,0,0,1,1,0
0,35,1.3,1,10,3,21,115,0,0,0,0
0,29,2.2,1,4,4,72,0,0,0,1,0
0,43,0.9,3,17,3,59,87,0,1,1,0
0,62,1.8,2,37,3,83,187,0,0,0,1
0,41,0.3,2,16,2,10,0,0,0,1,0
0,34,0.6,2,9,3,84,0,0,0,1,0
0,50,2,2,23,3,98,0,0,0,0,0
0,47,1,1,23,1,32,0,1,1,1,1
0,29,0.4,2,5,4,31,161,0,1,1,0
0,59,0.5,1,34,3,94,0,0,1,0,0
0,56,0.2,3,31,2,21,137,1,1,1,0
0,61,4.4,1,35,3,110,0,0,0,1,1
0,58,2.2,3,32,1,38,0,0,0,0,0
0,49,1.4,3,24,1,39,0,0,0,1,0
1,45,1.2,2,21,3,132,0,1,1,1,0
0,50,2.6,1,24,4,61,0,0,0,1,0
0,64,2,1,38,1,92,0,0,0,1,0
0,39,6.1,1,15,2,119,0,0,0,0,0
0,58,2.1,1,33,4,53,0,0,0,1,0
0,62,1.3,2,37,3,18,0,0,0,1,0
1,45,4.4,2,20,2,114,0,0,0,0,0
0,58,3,3,28,1,90,0,0,1,0,0
0,43,7,1,18,1,140,205,0,0,1,0
0,28,3.3,1,3,2,90,0,0,1,1,0
0,26,1.9,1,1,1,85,0,0,0,1,0
0,49,1.2,1,24,1,80,0,0,0,1,0
0,66,1.1,1,42,2,53,0,0,1,1,0
0,33,2.2,2,7,4,49,0,0,0,1,0
1,61,3.3,3,35,3,152,0,0,0,1,0
1,64,2.8,2,37,2,138,0,0,0,1,0
0,36,2.2,2,10,4,80,0,0,0,1,0
0,49,2.4,2,23,2,82,0,0,0,0,0
0,52,8.1,1,27,1,195,0,0,0,0,0
0,61,1.2,3,37,1,22,0,0,0,1,0
0,32,2.5,1,6,1,81,0,0,0,1,0
0,61,2.2,1,37,4,40,0,1,1,1,1
0,45,2.8,1,20,2,154,0,0,0,1,1
0,30,1.1,2,4,3,49,0,0,1,0,0
0,62,3.4,2,37,4,85,0,0,0,1,0
0,57,0.1,2,32,3,21,0,1,0,1,1
0,41,1,1,17,1,14,0,0,0,0,0
0,58,1.6,2,34,4,60,0,0,1,0,0
0,29,4.33,1,5,2,138,0,0,0,1,0
0,53,1.3,3,28,1,98,355,0,0,1,0
0,64,0.6,2,39,4,22,0,0,0,0,0
0,49,1.2,2,23,1,49,0,0,1,1,0
0,38,1.9,1,14,2,102,0,1,1,1,0
0,56,0.7,2,30,4,45,0,0,1,0,0
0,56,1.3,3,31,4,82,0,0,0,1,0
0,52,1.8,2,28,3,81,0,0,0,0,1
0,64,1.5,2,39,1,35,0,0,0,0,1
0,53,1.9,2,28,2,59,0,0,0,1,0
0,29,1.1,2,3,3,52,0,0,0,1,0
0,48,0.7,1,24,3,84,166,0,0,1,0
0,32,2.7,2,6,1,85,100,0,0,1,0
0,54,0.2,1,28,1,65,0,0,1,0,0
0,37,1.7,2,13,2,89,314,0,1,0,0
1,47,1.8,1,21,4,109,0,0,0,0,0
0,37,2.8,1,12,1,81,0,0,0,0,0
0,64,1.1,3,39,1,38,108,0,0,0,0
0,43,1.7,1,19,2,72,0,0,0,1,0
0,33,2,2,6,4,78,119,0,0,1,1
1,26,6.9,2,2,2,172,0,0,0,1,0
0,42,2.33,1,18,3,71,106,0,0,1,1
1,54,4.1,3,28,1,165,0,1,1,1,0
0,41,3.9,1,16,2,120,0,0,1,1,0
0,55,0.2,1,29,1,39,0,0,1,0,0
0,65,0.7,2,39,3,23,0,0,1,0,0
1,50,4.6,3,26,2,135,91,0,0,1,0
0,55,0.2,1,31,2,12,76,0,1,1,0
0,62,0.7,2,36,2,92,0,0,0,1,0
1,53,6.4,3,28,2,192,0,0,0,0,0
0,32,0.8,1,7,4,42,0,0,1,1,0
1,56,3.7,3,32,3,158,0,0,0,1,0
1,54,6,3,30,3,194,587,1,1,1,1
0,44,7.6,1,20,2,160,0,0,0,0,1
0,48,6.3,1,22,2,98,0,0,0,0,0
0,46,7.6,1,22,2,164,0,1,1,1,0
0,45,2.5,1,21,2,42,0,0,0,1,1
1,45,10,3,15,3,202,0,0,0,0,0
0,58,0.7,1,34,4,10,0,0,0,0,0
0,29,0.3,2,3,4,31,0,0,0,1,0
0,55,0.9,1,30,4,58,0,0,1,1,0
0,55,2.8,2,29,4,65,0,0,0,1,0
0,41,4,3,16,1,98,0,0,1,0,0
0,24,2,1,-2,2,150,0,0,0,1,0
0,54,2.3,3,29,2,44,0,0,0,1,0
0,57,0.2,3,32,2,15,0,0,1,0,0
0,30,2.5,1,6,2,82,0,0,0,0,0
0,42,0.5,3,17,3,61,0,0,0,1,0
0,29,2,2,2,1,38,0,0,0,0,0
0,29,2.1,3,3,4,39,0,0,0,1,0
0,31,6,1,7,1,173,0,0,0,1,0
0,47,0.2,1,23,4,8,0,0,0,1,0
0,36,2,1,12,3,51,214,0,0,1,0
0,52,1.8,3,27,4,62,82,0,0,0,0
0,54,0.7,2,28,4,34,0,0,0,1,0
1,55,5.9,2,29,3,132,307,0,0,0,0
0,53,1.5,3,27,4,44,0,0,0,0,0
0,52,8.1,1,27,1,162,0,0,0,1,0
0,64,2.2,1,39,3,64,0,0,0,1,0
0,54,0.1,3,29,1,111,0,0,1,0,0
0,32,2,3,6,2,41,0,0,0,0,0
0,63,1.67,3,33,4,52,0,0,0,0,0
0,36,2.2,2,10,4,65,0,0,0,0,0
1,50,1.1,2,25,1,130,0,0,0,1,0
0,33,0.1,1,8,2,45,0,0,1,0,0
0,62,1.9,2,38,1,35,118,0,0,0,0
0,49,0.7,2,23,3,65,263,0,1,1,0
0,41,0.7,1,15,2,38,91,0,0,1,0
0,51,1.1,2,27,4,42,0,0,1,1,0
0,56,1.5,3,30,4,45,0,0,0,0,0
0,51,0.3,1,25,1,145,0,0,0,1,0
0,39,1.5,3,13,4,33,0,0,0,0,0
0,61,1.4,3,35,3,60,0,0,0,0,0
0,35,2,1,9,1,45,0,0,1,1,0
0,39,2.4,1,15,4,72,0,0,0,1,1
0,37,0.2,2,11,3,34,0,0,0,0,0
0,48,0.67,2,21,3,23,0,0,0,1,0
0,63,1,3,37,2,45,88,0,1,1,0
0,35,1,1,9,4,28,75,0,0,1,0
0,55,3.8,2,30,4,81,0,0,0,1,0
0,29,0.7,2,5,3,72,81,0,0,0,0
0,61,1.67,3,31,4,49,0,0,0,1,0
0,36,1.2,2,10,4,31,0,0,0,0,0
0,61,2.2,3,35,3,63,0,0,0,0,0
1,36,5.4,1,12,4,150,0,1,0,1,1
0,58,3.9,1,33,2,142,193,0,1,1,0
0,42,3,1,17,3,74,0,0,1,0,0
0,30,0.4,2,4,1,24,81,0,0,1,0
0,45,1.9,3,20,4,29,0,0,0,0,0
0,39,2.4,1,15,4,79,0,0,0,0,0
0,27,0.2,1,3,2,94,310,0,1,0,0
0,57,4.3,1,33,1,121,0,0,0,0,1
0,34,2,1,10,3,54,0,0,0,0,0
0,64,2.4,1,39,3,73,0,0,0,1,0
0,47,0.8,3,23,1,71,127,0,0,1,0
0,44,1,2,17,3,29,0,0,1,1,0
0,51,2.7,1,27,1,93,0,0,0,1,0
0,40,1.5,3,14,1,73,252,0,0,1,0
0,57,0.9,2,32,4,19,0,0,0,1,0
0,33,0.1,1,8,2,58,0,1,1,1,1
0,46,0.2,1,20,1,39,0,0,0,0,0
0,41,1.4,2,16,2,23,0,0,0,1,1
0,33,0.6,3,7,1,29,127,0,1,0,0
0,27,0.8,1,2,1,155,0,0,0,0,0
0,52,2.6,2,28,1,90,0,0,0,1,1
0,59,2,1,33,2,113,77,0,0,1,0
0,62,1.8,3,38,1,42,0,0,0,0,0
0,49,0.2,1,25,4,30,0,1,1,1,0
0,45,0.5,2,19,3,19,0,0,0,1,0
1,63,5,2,37,3,124,170,0,0,0,0
0,57,0.7,2,31,2,30,145,0,0,0,0
0,60,1.5,3,30,1,28,124,0,0,1,1
0,50,1,2,23,2,15,101,0,0,0,0
0,54,1.6,3,30,1,70,265,0,0,0,0
0,28,0.1,2,2,1,10,0,0,0,1,0
0,60,0.3,3,34,3,22,139,0,1,1,0
0,44,1.9,1,20,4,70,0,0,0,1,0
0,61,1.6,1,35,1,61,0,0,0,0,0
0,40,3.3,1,15,2,161,0,0,1,0,1
0,54,0.8,1,30,2,29,0,0,1,0,0
0,43,0.5,1,19,3,35,0,0,0,1,0
0,54,2.8,2,28,4,48,0,0,0,1,0
0,32,0.8,1,7,4,44,0,0,0,1,0
0,24,0.8,1,0,3,88,134,0,0,0,0
0,30,2.1,3,4,4,40,0,0,1,1,0
0,61,0.4,2,36,4,21,123,0,0,0,0
0,40,2.8,1,14,2,58,0,0,0,1,0
0,35,0.1,2,11,4,59,0,0,0,0,0
0,33,4,3,3,4,74,0,0,0,0,0
0,63,1.9,2,37,4,84,0,0,0,1,0
0,57,0.2,1,31,1,58,177,0,0,1,0
0,44,8.8,1,19,2,154,0,0,0,1,0
0,51,1.7,1,25,1,185,0,0,0,0,0
0,51,1.2,1,26,1,78,305,0,0,1,0
0,38,1.1,2,13,2,55,0,0,0,1,0
0,31,0.3,2,5,4,30,0,0,0,1,0
0,54,2,2,29,3,74,0,0,0,0,0
0,41,3.3,1,16,2,118,0,0,0,1,0
1,57,3.3,3,33,2,182,372,0,0,0,0
0,24,1.6,3,-2,2,82,0,0,1,1,0
0,55,1.5,3,29,4,29,79,0,0,1,0
1,32,5.4,1,6,4,120,301,1,1,1,0
0,38,2.4,2,12,2,53,0,0,0,1,0
0,58,1.4,1,32,3,43,0,0,1,0,0
0,29,2.2,1,4,4,59,232,0,1,1,0
0,43,2.6,3,17,4,84,289,1,1,1,1
1,50,3.4,1,24,3,161,212,0,0,1,0
0,62,0.4,2,37,4,21,137,0,1,1,0
0,57,0.7,1,32,4,63,0,0,0,1,0
1,30,3.4,2,3,3,172,0,0,1,0,0
0,30,0.2,1,4,4,51,172,0,1,0,0
0,57,0.7,1,33,4,24,0,0,0,1,0
0,57,1.6,1,33,2,95,0,0,0,0,0
0,43,2.4,1,18,1,59,250,0,0,1,0
0,28,1.8,2,2,4,51,0,0,0,0,1
0,46,1,1,22,1,28,84,0,1,1,0
0,29,2,1,3,2,154,130,0,0,0,0
0,64,0.3,3,40,2,15,115,0,1,1,0
0,66,1.67,3,36,4,55,0,0,1,0,0
0,23,6.33,1,-1,1,149,305,0,1,0,0
0,60,1.8,3,36,1,79,0,0,1,0,0
0,47,2.6,3,21,4,68,0,0,0,0,0
0,35,2.6,2,10,1,78,0,0,0,1,0
0,57,2,2,32,2,34,0,0,0,0,1
1,65,0.4,1,41,3,195,0,1,1,0,1
0,53,8.1,1,28,1,184,303,0,0,1,0
0,44,3.2,1,20,2,85,0,0,0,1,0
0,45,8.8,1,20,2,200,0,0,1,1,0
0,41,0.5,3,16,3,64,0,0,0,0,0
0,51,2.6,2,27,1,88,0,0,1,0,1
0,27,2.4,2,1,3,42,0,0,0,0,0
0,31,1.6,1,5,3,91,126,0,1,1,0
0,32,0.3,1,6,1,38,0,1,0,1,1
0,55,1.5,2,30,1,28,0,0,0,0,0
0,55,0.1,3,30,4,32,0,0,0,0,1
0,42,0.3,3,18,1,31,0,0,1,0,0
0,33,0.4,2,9,4,22,103,0,0,1,0
1,65,3.7,2,40,3,95,138,0,1,0,0
0,35,1.3,1,10,4,74,0,0,0,1,0
0,55,1.5,2,30,1,22,91,0,1,0,0
0,28,0.1,2,4,3,43,0,0,0,1,0
0,27,1,3,3,1,43,0,0,0,1,0
0,51,1.8,2,27,3,112,0,1,1,1,1
0,50,1,2,23,2,9,0,0,0,1,0
0,58,0,3,33,2,81,0,0,0,1,0
0,46,5.7,1,20,1,131,256,0,1,0,0
0,62,1.5,3,32,1,19,0,0,0,0,1
0,38,0.7,2,13,3,62,0,0,0,1,1
0,62,0.4,2,37,4,19,124,0,0,0,1
0,56,0.3,1,32,2,8,0,0,1,1,0
1,61,4.7,3,36,1,193,203,0,0,1,0
1,38,4.4,1,13,4,129,140,0,0,0,0
0,55,0.7,2,29,4,30,0,0,1,0,0
0,30,1.8,2,4,4,80,0,0,0,0,0
0,41,1.5,3,15,4,22,0,0,1,0,0
0,57,1.5,2,32,1,33,0,0,0,1,0
0,36,2.1,3,11,4,64,0,0,0,0,0
0,55,2.2,3,29,3,60,84,0,0,1,0
0,30,2.9,3,4,1,81,259,0,1,1,0
0,40,0.6,2,16,3,45,204,0,0,1,0
0,32,1.8,2,6,4,112,0,0,0,1,0
1,59,3.4,3,34,2,83,0,0,0,1,0
0,44,7.6,1,20,2,180,524,0,1,0,0
0,51,0.2,2,26,4,28,0,0,0,1,1
1,37,5.2,3,12,2,169,249,0,0,1,0
0,59,0.7,1,35,4,14,0,0,0,1,0
0,37,2,1,11,1,43,0,0,0,1,0
0,56,0.3,1,32,2,88,0,0,0,1,0
0,55,2.6,3,29,4,78,0,0,1,0,0
0,49,0.2,2,24,1,68,163,0,0,0,0
0,46,3.3,1,22,2,144,0,0,1,1,0
0,35,1,1,9,4,30,163,0,0,1,0
0,47,0,1,21,1,120,135,0,0,0,0
0,39,0.3,2,14,2,24,0,0,0,0,0
0,27,2.3,3,1,4,78,157,0,0,1,1
1,62,5.2,2,36,2,135,0,0,0,1,0
0,57,1.6,3,32,2,44,0,0,0,0,0
0,55,3.8,2,30,4,73,0,0,0,1,0
0,55,2.7,2,31,1,90,0,0,1,1,0
0,41,0.5,3,15,3,58,0,0,0,1,0
0,57,3.7,1,32,2,75,236,0,0,1,0
1,43,1.7,3,19,3,174,231,1,1,1,0
0,40,1.7,1,16,2,50,174,0,0,0,0
0,43,4,3,18,1,85,287,0,0,1,0
0,63,2.2,1,38,3,54,0,0,0,1,0
1,63,3.4,1,38,2,83,0,0,0,0,0
0,54,0.2,1,30,4,24,0,0,0,0,1
0,54,1.1,2,30,4,45,205,0,0,1,0
0,52,0.8,3,26,1,68,0,0,1,1,0
0,50,0.1,3,26,4,48,0,0,1,0,0
0,38,1,3,13,1,114,0,0,1,1,0
1,36,2.3,2,12,3,142,0,1,1,1,0
0,58,0.5,2,33,3,52,0,0,1,0,0
0,46,3.3,1,22,2,142,0,0,0,0,0
0,50,0.4,3,25,1,15,0,0,0,0,0
0,46,4.7,1,22,1,118,159,0,1,0,0
0,53,4.9,1,27,4,101,0,0,0,1,0
0,62,2.8,1,36,2,84,0,0,0,1,0
0,63,1.9,2,39,1,32,100,0,0,0,0
0,42,0.5,3,16,3,64,247,0,0,0,0
0,34,3.4,1,10,4,81,0,0,0,1,0
0,40,1.5,3,14,4,28,0,0,1,0,0
0,34,0,1,9,1,93,0,0,0,1,0
1,41,3.6,2,15,1,185,0,0,0,0,0
0,32,1.8,2,8,1,42,0,0,0,0,0
0,28,1.6,3,3,2,45,0,0,1,1,0
0,33,1.67,2,6,2,49,214,0,0,0,0
0,46,2.1,1,20,3,69,0,0,0,0,0
0,52,2.8,2,27,1,94,333,0,0,1,0
0,60,1.5,2,35,1,18,0,0,1,1,0
0,59,0.7,1,35,4,8,91,0,0,0,1
0,57,2.1,1,32,4,55,108,0,0,1,0
0,46,0.4,3,20,2,85,0,0,0,0,0
0,25,0,1,1,4,62,229,0,0,1,0
0,53,2,3,23,4,65,0,0,0,1,0
0,38,0,1,12,2,138,0,0,0,1,1
0,63,2.5,1,38,1,103,0,0,0,1,0
1,44,3.5,3,19,3,99,357,0,0,0,0
0,50,7.3,1,24,1,152,0,0,0,1,0
0,28,0.9,3,3,2,25,140,0,0,1,0
0,27,2.5,1,3,2,98,361,1,1,1,1
0,52,0.7,2,27,2,39,166,0,0,1,0
0,50,1.3,2,25,1,40,0,0,1,1,0
0,39,2.1,1,13,3,58,169,0,0,1,0
1,50,1.8,3,26,2,192,301,1,1,1,0
0,60,0.8,2,34,1,62,0,0,0,0,0
0,30,0.8,2,5,1,69,0,0,0,1,1
0,31,1.3,3,5,4,40,170,0,0,0,0
0,39,0.6,3,15,2,61,127,0,0,0,0
0,29,0.3,2,3,4,30,157,0,0,0,0
0,54,1.5,2,29,1,29,97,0,0,1,0
0,35,1,2,8,2,41,0,0,1,1,0
1,27,3.3,2,3,1,118,0,0,0,1,0
0,45,7,1,20,1,109,366,0,0,1,0
1,58,0.2,2,33,4,122,0,1,0,1,0
0,62,1.5,1,37,3,50,169,0,0,1,0
0,28,0.1,2,4,3,43,0,0,0,1,0
0,32,4.6,1,7,1,108,0,0,0,0,1
1,29,2.5,3,4,4,110,0,0,0,0,0
0,41,1.4,3,17,1,20,0,0,0,1,0
0,61,1.7,3,35,4,112,0,0,1,0,0
0,56,0.1,2,32,1,25,136,0,0,1,0
0,37,0.7,2,12,3,42,0,0,1,1,0
0,60,0.3,1,34,2,29,0,0,0,1,0
0,49,2.1,1,23,3,84,134,0,0,1,1
0,43,2.6,3,17,4,81,0,0,0,1,1
0,53,0.9,1,28,4,55,119,0,1,1,0
0,35,2.4,2,11,1,40,0,0,0,1,1
1,56,5.7,2,30,4,145,0,1,1,1,0
1,41,1.1,3,16,2,175,0,0,0,1,0
0,36,1.8,3,6,4,78,163,0,0,0,0
0,56,1.5,1,32,4,51,0,0,0,0,0
0,64,1.67,3,34,4,50,0,0,0,1,0
0,51,0.4,1,27,3,21,0,0,0,1,0
0,49,0.2,2,24,1,79,83,0,1,1,0
0,43,4,3,18,1,84,0,0,0,0,0
0,51,0.4,2,26,4,34,0,0,0,0,0
0,55,1.6,2,31,4,73,0,0,0,0,0
0,62,0.5,1,37,3,90,0,0,0,1,0
0,35,0.2,3,10,4,23,0,0,0,1,0
1,53,6.1,3,27,2,145,294,1,1,1,0
0,33,0.2,1,7,4,54,141,0,0,0,1
0,43,2.2,2,17,3,49,103,0,1,1,0
0,58,2.8,2,32,1,51,0,0,0,1,0
0,63,0.6,2,38,4,8,0,0,0,1,0
0,31,1,1,6,1,62,0,0,0,1,1
0,36,0.67,3,6,1,25,0,0,0,1,0
0,30,1.75,3,0,2,63,0,0,0,1,0
0,59,0.2,3,34,2,24,86,0,0,1,0
0,28,0.1,2,2,1,11,0,0,1,1,0
0,59,0.1,1,34,1,23,0,0,1,0,0
0,47,1.4,3,22,1,33,0,0,0,1,0
1,47,3.8,1,21,1,83,97,0,0,0,0
0,56,1.4,1,30,3,39,131,0,1,0,0
1,41,6.9,2,17,3,138,0,0,0,1,0
0,25,2.5,1,1,3,113,0,0,1,0,0
1,30,0.5,3,5,4,125,0,1,0,1,0
0,50,1.7,1,24,1,195,0,0,0,0,0
0,34,1.2,3,9,3,105,0,0,0,0,1
1,44,3.5,1,18,2,75,0,0,0,1,0
0,36,1,2,9,2,40,0,0,0,1,0
0,39,0.5,3,14,3,61,137,0,0,1,0
0,54,4.5,3,24,2,75,0,0,0,0,0
0,33,0,1,8,1,122,0,0,1,1,0
0,39,3,1,14,3,75,0,0,1,0,0
0,41,0.2,3,15,4,59,0,0,0,0,0
0,40,1,2,13,3,24,0,0,0,1,0
1,29,3.3,3,3,3,175,329,0,0,1,0
0,51,0.8,1,27,2,39,182,0,1,0,0
0,54,6.8,1,30,2,145,0,0,0,0,1
0,47,0.4,2,22,4,24,142,0,0,1,0
